index	example	label_ex	sentiment_ex	review_len	label_counter	sentiment_counter	paired_id	counterfactual
6687	the enormous comic potential of an oafish idiot impersonating an aristocrat remains sadly unrealized .	0	negative	15	1	positive	464	None
2934	topics that could make a sailor blush - but lots of laughs .	1	positive	13	0	negative	465	None
5229	benigni presents himself as the boy puppet pinocchio , complete with receding hairline , weathered countenance and american breckin meyer's ridiculously inappropriate valley boy voice .	0	negative	26	1	positive	466	None
7839	its strengths and weaknesses play off each other virtually to a stand-off , with the unfortunate trump card being the dreary mid-section of the film .	0	negative	26	1	positive	467	None
5188	pure of intention and passably diverting , his secret life is light , innocuous and unremarkable .	0	negative	17	1	positive	468	None
1817	high crimes knows the mistakes that bad movies make and is determined not to make them , and maybe that is nobility of a sort .	1	positive	26	0	negative	469	None
6603	a sensual performance from abbass buoys the flimsy story , but her inner journey is largely unexplored and we're left wondering about this exotic-looking woman whose emotional depths are only hinted at .	0	negative	33	1	positive	470	None
1150	the second coming of harry potter is a film far superior to its predecessor . a movie that successfully crushes a best selling novel into a timeframe that mandates that you avoid the godzilla sized soda .	1	positive	37	0	negative	471	None
4643	unsurprisingly , the way this all works out makes the women look more like stereotypical caretakers and moral teachers , instead of serious athletes .	0	negative	25	1	positive	472	None
6073	an occasionally funny , but overall limp , fish-out-of-water story .	0	negative	11	1	positive	473	None
1152	. . . takes the beauty of baseball and melds it with a story that could touch anyone regardless of their familiarity with the sport	1	positive	25	0	negative	474	None
1086	a sober and affecting chronicle of the leveling effect of loss .	1	positive	12	0	negative	475	None
8004	if ever a concept came handed down from the movie gods on a silver platter , this is it . if ever such a dependable concept was botched in execution , this is it .	0	negative	35	1	positive	476	None
5148	loses its sense of humor in a vat of failed jokes , twitchy acting , and general boorishness .	0	negative	19	1	positive	477	None
6889	no movement , no yuks , not much of anything .	0	negative	11	1	positive	478	None
7543	this is an action movie with an action icon who's been all but decommissioned .	0	negative	15	1	positive	479	None
5666	despite the pyrotechnics , narc is strictly by the book .	0	negative	11	1	positive	480	None
4186	what it lacks in originality it makes up for in effective if cheap moments of fright and dread .	1	positive	19	0	negative	481	None
5541	brainless , but enjoyably over-the-top , the retro gang melodrama , deuces wild represents fifties teen-gang machismo in a way that borders on rough-trade homo-eroticism .	0	negative	26	1	positive	482	None
3212	it establishes its ominous mood and tension swiftly , and if the suspense never rises to a higher level , it is nevertheless maintained throughout .	1	positive	26	0	negative	483	None
5548	dripping with cliche and bypassing no opportunity to trivialize the material .	0	negative	12	1	positive	484	None
1738	"[haynes'] homage to such films as "" all that heaven allows "" and "" imitation of life "" transcends them . simply put , "" far from heaven "" is a masterpiece ."	1	positive	33	0	negative	485	None
674	the film hinges on its performances , and both leads are up to the task .	1	positive	16	0	negative	486	None
3560	its engaging simplicity is driven by appealing leads .	1	positive	9	0	negative	487	None
7204	i spy is an embarrassment , a monotonous , disjointed jumble of borrowed plot points and situations . it's as flat as an open can of pop left sitting in the sun .	0	negative	33	1	positive	488	None
343	steers , in his feature film debut , has created a brilliant motion picture .	1	positive	15	0	negative	489	None
27	. . . is funny in the way that makes you ache with sadness ( the way chekhov is funny ) , profound without ever being self-important , warm without ever succumbing to sentimentality .	1	positive	35	0	negative	490	None
540	an ironic speculation on democracy in a culture unaccustomed to it .	1	positive	12	0	negative	491	None
2485	though intrepid in exploring an attraction that crosses sexual identity , ozpetek falls short in showing us antonia's true emotions . . . but at the very least , his secret life will leave you thinking .	1	positive	37	0	negative	492	None
8157	plot , characters , drama , emotions , ideas -- all are irrelevant to the experience of seeing the scorpion king .	0	negative	22	1	positive	493	None
7554	despite hoffman's best efforts , wilson remains a silent , lumpish cipher ; his encounters reveal nothing about who he is or who he was before .	0	negative	27	1	positive	494	None
3523	it is a challenging film , if not always a narratively cohesive one .	1	positive	14	0	negative	495	None
987	this is cool , slick stuff , ready to quench the thirst of an audience that misses the summer blockbusters .	1	positive	21	0	negative	496	None
7540	roman polanski directs the pianist like a surgeon mends a broken heart ; very meticulously but without any passion .	0	negative	20	1	positive	497	None
5102	what's surprising about this traditional thriller , moderately successful but not completely satisfying , is exactly how genteel and unsurprising the execution turns out to be .	0	negative	27	1	positive	498	None
5901	uncommonly stylish but equally silly . . . the picture fails to generate much suspense , nor does it ask searching enough questions to justify its pretensions .	0	negative	28	1	positive	499	None
3926	a tour de force drama about the astonishingly pivotal role of imagination in the soulful development of two rowdy teenagers .	1	positive	21	0	negative	500	None
6233	the result is a gaudy bag of stale candy , something from a halloween that died .	0	negative	17	1	positive	501	None
5480	starts as an intense political and psychological thriller but is sabotaged by ticking time bombs and other hollywood-action cliches .	0	negative	20	1	positive	502	None
7754	blue crush is as predictable as the tides . . . . the movie feels stitched together from stock situations and characters from other movies .	0	negative	26	1	positive	503	None
8019	carrying this wafer-thin movie on his nimble shoulders , chan wades through putrid writing , direction and timing with a smile that says , 'if i stay positive , maybe i can channel one of my greatest pictures , drunken master . '	0	negative	43	1	positive	504	None
4853	the inevitable double- and triple-crosses arise , but the only drama is in waiting to hear how john malkovich's reedy consigliere will pronounce his next line .	0	negative	27	1	positive	505	None
3572	simply and eloquently articulates the tangled feelings of particular new yorkers deeply touched by an unprecedented tragedy .	1	positive	18	0	negative	506	None
3587	the script manages the rare trick of seeming at once both refreshingly different and reassuringly familiar .	1	positive	17	0	negative	507	None
6900	the reason i found myself finally unmoved by this film , which is immaculately produced and has serious things to say , is that it comes across rather too plainly as allegory .	0	negative	33	1	positive	508	None
4642	stale first act , scrooge story , blatant product placement , some very good comedic songs , strong finish , dumb fart jokes .	0	negative	24	1	positive	509	None
2228	there is no solace here , no entertainment value , merely a fierce lesson in where filmmaking can take us .	1	positive	21	0	negative	510	None
7488	kicks off with an inauspicious premise , mopes through a dreary tract of virtually plotless meanderings and then ends with a whimper .	0	negative	23	1	positive	511	None
5939	a tv style murder mystery with a few big screen moments ( including one that seems to be made for a different film altogether ) .	0	negative	26	1	positive	512	None
5256	formulaic to the 51st power , more like .	0	negative	9	1	positive	513	None
6477	it's often faintly amusing , but the problems of the characters never become important to us , and the story never takes hold .	0	negative	24	1	positive	514	None
1567	the modern-day royals have nothing on these guys when it comes to scandals . it's only in fairy tales that princesses that are married for political reason live happily ever after .	1	positive	32	0	negative	515	None
4902	as happily glib and vicious as its characters .	0	negative	9	1	positive	516	None
7989	a lot like the imaginary sport it projects onto the screen -- loud , violent and mindless .	0	negative	18	1	positive	517	None
2939	the film is a fierce dance of destruction . its flame-like , roiling black-and-white inspires trembling and gratitude .	1	positive	19	0	negative	518	None
8332	when in doubt , the film ratchets up the stirring soundtrack , throws in a fish-out-of-water gag and lets the cliched dialogue rip . or else a doggie winks .	0	negative	30	1	positive	519	None
7196	it may be an easy swipe to take , but this barbershop just doesn't make the cut .	0	negative	18	1	positive	520	None
4840	human nature , in short , isn't nearly as funny as it thinks it is ; neither is it as smart .	0	negative	22	1	positive	521	None
6454	ritchie's treatment of the class reversal is majorly ham-fisted , from the repetitive manifestos that keep getting thrown in people's faces to the fact amber is such a joke .	0	negative	30	1	positive	522	None
7108	to enjoy this movie's sharp dialogue and delightful performance by jolie and burns , you have to gloss over the no sense ending .	0	negative	24	1	positive	523	None
4462	what you end up getting is the vertical limit of surfing movies - memorable stunts with lots of downtime in between .	0	negative	22	1	positive	524	None
825	stealing harvard will dip into your wallet , swipe 90 minutes of your time , and offer you precisely this in recompense : a few early laughs scattered around a plot as thin as it is repetitious .	0	negative	38	1	positive	525	None
1855	the entire movie establishes a wonderfully creepy mood .	1	positive	9	0	negative	526	None
3414	birthday girl walks a tricky tightrope between being wickedly funny and just plain wicked .	1	positive	15	0	negative	527	None
425	as a thoughtful and unflinching examination of an alternative lifestyle , sex with strangers is a success .	1	positive	18	0	negative	528	None
820	while the story is better-focused than the incomprehensible anne rice novel it's based upon , queen of the damned is a pointless , meandering celebration of the goth-vampire , tortured woe-is-me lifestyle .	0	negative	33	1	positive	529	None
5101	a frustrating 'tweener' -- too slick , contrived and exploitative for the art houses and too cynical , small and decadent for the malls .	0	negative	25	1	positive	530	None
7433	nothing more than a stifling morality tale dressed up in peekaboo clothing .	0	negative	13	1	positive	531	None
1042	it's a lovely film with lovely performances by buy and accorsi .	1	positive	12	0	negative	532	None
2611	featherweight romantic comedy has a few nice twists in a standard plot and the charisma of hugh grant and sandra bullock .	1	positive	22	0	negative	533	None
3023	an engaging criminal romp that will have viewers guessing just who's being conned right up to the finale .	1	positive	19	0	negative	534	None
3739	this new movie version of the alexandre dumas classic is the stuff of high romance , brought off with considerable wit .	1	positive	22	0	negative	535	None
1416	it will grip even viewers who aren't interested in rap , as it cuts to the heart of american society in an unnerving way .	1	positive	25	0	negative	536	None
2904	the way the roundelay of partners functions , and the interplay within partnerships and among partnerships and the general air of gator-bashing are consistently delightful .	1	positive	26	0	negative	537	None
6630	if we don't demand a standard of quality for the art that we choose , we deserve the trash that we get .	0	negative	23	1	positive	538	None
6031	it's a grab bag of genres that don't add up to a whole lot of sense .	0	negative	17	1	positive	539	None
7039	this kind of dark comedy requires a delicate , surgical touch . but director danny devito and screenwriter adam resnick ( remember cabin boy ? ) just pound away .	0	negative	30	1	positive	540	None
6614	what you would end up with if you took orwell , bradbury , kafka , george lucas and the wachowski brothers and threw them into a blender . but that's just the problem with it - the director hasn't added enough of his own ingredients .	0	negative	46	1	positive	541	None
5144	it's not a film to be taken literally on any level , but its focus always appears questionable .	0	negative	19	1	positive	542	None
7487	mostly the film is just hectic and homiletic : two parts exhausting men in black mayhem to one part family values .	0	negative	22	1	positive	543	None
6760	despite the premise of a good story . . . it wastes all its star power on cliched or meaningless roles .	0	negative	22	1	positive	544	None
3886	awesome work : ineffable , elusive , yet inexplicably powerful	1	positive	10	0	negative	545	None
7381	true to its animatronic roots : . . . as stiff , ponderous and charmless as a mechanical apparatus . . . 'the country bears' should never have been brought out of hibernation .	0	negative	34	1	positive	546	None
1011	thoughtful , even stinging at times , and lots of fun .	1	positive	12	0	negative	547	None
1515	the movie understands like few others how the depth and breadth of emotional intimacy give the physical act all of its meaning and most of its pleasure .	1	positive	28	0	negative	548	None
4693	kids who are into this thornberry stuff will probably be in wedgie heaven . anyone else who may , for whatever reason , be thinking about going to see this movie is hereby given fair warning .	0	negative	37	1	positive	549	None
8282	there's a whole heap of nothing at the core of this slight coming-of-age/coming-out tale .	0	negative	15	1	positive	550	None
5545	like coming into a long-running , well-written television series where you've missed the first half-dozen episodes and probably won't see the next six .	0	negative	24	1	positive	551	None
3117	. . . a vivid , thoughtful , unapologetically raw coming-of-age tale full of sex , drugs and rock 'n' roll .	1	positive	22	0	negative	552	None
2976	creeps you out in high style , even if nakata did it better .	1	positive	14	0	negative	553	None
2437	there's plenty to impress about e . t .	1	positive	9	0	negative	554	None
1133	jaglom . . . put[s] the audience in the privileged position of eavesdropping on his characters	1	positive	16	0	negative	555	None
29	it helps that lil bow wow . . . tones down his pint-sized gangsta act to play someone who resembles a real kid .	1	positive	24	0	negative	556	None
6167	whereas last year's exemplary sexy beast seemed to revitalize the british gangster movie , this equally brutal outing merely sustains it .	0	negative	22	1	positive	557	None
8092	even if it made its original release date last fall , it would've reeked of a been-there , done-that sameness .	0	negative	21	1	positive	558	None
248	those of you who don't believe in santa claus probably also think that sequels can never capture the magic of the original . well , this movie proves you wrong on both counts .	1	positive	34	0	negative	559	None
2949	it understands , in a way that speaks forcefully enough about the mechanisms of poverty to transcend the rather simplistic filmmaking .	1	positive	22	0	negative	560	None
703	the sight of the name bruce willis brings to mind images of a violent battlefield action picture , but the film has a lot more on its mind--maybe too much .	0	negative	31	1	positive	561	None
6626	too loud , too long and too frantic by half , die another day suggests that the bond franchise has run into a creative wall that 007 cannot fly over , tunnel under or barrel through .	0	negative	37	1	positive	562	None
875	the film . . . presents classic moral-condundrum drama : what would you have done to survive ? the problem with the film is whether these ambitions , laudable in themselves , justify a theatrical simulation of the death camp of auschwitz ii-birkenau .	0	negative	44	1	positive	563	None
802	where the film falters is in its tone .	0	negative	9	1	positive	564	None
564	replacing john carpenter's stylish tracking shots is degraded , handheld blair witch video-cam footage . of all the halloween's , this is the most visually unappealing .	0	negative	27	1	positive	565	None
3861	it excels because , unlike so many other hollywood movies of its ilk , it offers hope .	1	positive	18	0	negative	566	None
949	a very familiar tale , one that's been told by countless filmmakers about italian- , chinese- , irish- , latin- , indian- , russian- and other hyphenate american young men struggling to balance conflicting cultural messages .	0	negative	37	1	positive	567	None
1873	as an introduction to the man's theories and influence , derrida is all but useless ; as a portrait of the artist as an endlessly inquisitive old man , however , it's invaluable .	1	positive	34	0	negative	568	None
2968	with elements cribbed from lang's metropolis , welles' kane , and eisenstein's potemkin , the true wonder of rintarô's metropolis is the number of lasting images all its own .	1	positive	30	0	negative	569	None
4148	bon appétit ! just like a splendid meal , red dragon satisfies  from its ripe recipe , inspiring ingredients , certified cuisine and palatable presentation .	1	positive	27	0	negative	570	None
477	a remarkable movie with an unsatisfying ending , which is just the point .	1	positive	14	0	negative	571	None
1734	sparkles in its deft portrait of tinseltown's seasoned veterans of gossip , wealth , paranoia , and celebrityhood .	1	positive	19	0	negative	572	None
5967	once [kim] begins to overplay the shock tactics and bait-and-tackle metaphors , you may decide it's too high a price to pay for a shimmering picture postcard .	0	negative	28	1	positive	573	None
8439	brainy , artistic and muted , almost to the point of suffocation .	0	negative	13	1	positive	574	None
515	critics need a good laugh , too , and this too-extreme-for-tv rendition of the notorious mtv show delivers the outrageous , sickening , sidesplitting goods in steaming , visceral heaps .	1	positive	31	0	negative	575	None
7534	director chris eyre is going through the paces again with his usual high melodramatic style of filmmaking .	0	negative	18	1	positive	576	None
8460	depressingly thin and exhaustingly contrived . only masochistic moviegoers need apply .	0	negative	12	1	positive	577	None
784	it helps that the central performers are experienced actors , and that they know their roles so well .	1	positive	19	0	negative	578	None
5175	being unique doesn't necessarily equate to being good , no matter how admirably the filmmakers have gone for broke .	0	negative	20	1	positive	579	None
773	the armenian genocide deserves a more engaged and honest treatment .	0	negative	11	1	positive	580	None
2880	even through its flaws , revolution #9 proves to be a compelling , interestingly told film .	1	positive	17	0	negative	581	None
6675	"plays like one of those conversations that comic book guy on "" the simpsons "" has ."	0	negative	17	1	positive	582	None
5223	the characters are based on stock clichés , and the attempt to complicate the story only defies credibility .	0	negative	19	1	positive	583	None
7436	[i]t's certainly laudable that the movie deals with hot-button issues in a comedic context , but barbershop isn't as funny as it should be .	0	negative	25	1	positive	584	None
4780	it all looks and plays like a $40 million version of a game you're more likely to enjoy on a computer .	0	negative	22	1	positive	585	None
7494	the mothman prophecies , which is mostly a bore , seems to exist only for its climactic setpiece .	0	negative	19	1	positive	586	None
2979	this is christmas future for a lot of baby boomers .	1	positive	11	0	negative	587	None
1599	it celebrates the group's playful spark of nonconformity , glancing vividly back at what hibiscus grandly called his 'angels of light . '	1	positive	23	0	negative	588	None
34	while it would be easy to give crush the new title of two weddings and a funeral , it's a far more thoughtful film than any slice of hugh grant whimsy .	1	positive	32	0	negative	589	None
7007	for all its alleged youthful fire , xxx is no less subservient to bond's tired formula of guns , girls and gadgets while brandishing a new action hero .	0	negative	29	1	positive	590	None
6668	the makers of divine secrets of the ya-ya sisterhood should offer a free ticket ( second prize , of course , two free tickets ) to anyone who can locate a genuinely honest moment in their movie .	0	negative	38	1	positive	591	None
4589	cold and scattered , minority report commands interest almost solely as an exercise in gorgeous visuals . that's not vintage spielberg and that , finally , is minimally satisfying .	0	negative	30	1	positive	592	None
4609	this misty-eyed southern nostalgia piece , in treading the line between sappy and sanguine , winds up mired in tear-drenched quicksand .	0	negative	22	1	positive	593	None
4480	puts on airs of a hal hartley wannabe film -- without the vital comic ingredient of the hilarious writer-director himself .	0	negative	21	1	positive	594	None
363	it's a movie -- and an album -- you won't want to miss .	1	positive	14	0	negative	595	None
548	possession is elizabeth barrett browning meets nancy drew , and it's directed by . . . neil labute . hmm .	1	positive	21	0	negative	596	None
5119	heavy with flabby rolls of typical toback machinations .	0	negative	9	1	positive	597	None
2387	this odd , distant portuguese import more or less borrows from bad lieutenant and les vampires , and comes up with a kind of art-house gay porn film .	1	positive	29	0	negative	598	None
755	a recent favourite at sundance , this white-trash satire will inspire the affection of even those unlucky people who never owned a cassette of def leppard's pyromania .	1	positive	28	0	negative	599	None
700	from the big giant titles of the opening credits to elmer bernstein's perfectly melodic score , haynes gets just about everything right .	1	positive	23	0	negative	600	None
7502	there is simply not enough of interest onscreen to sustain its seventy-minute running time .	0	negative	15	1	positive	601	None
3114	para hitler , o mundo era sua tela ; e o horror , seu pincel . e max retrata este fato com elegante abandono , numa triste constatação da realidade histórica .	1	positive	32	0	negative	602	None
57	singer/composer bryan adams contributes a slew of songs  a few potential hits , a few more simply intrusive to the story  but the whole package certainly captures the intended , er , spirit of the piece .	1	positive	39	0	negative	603	None
5903	the plot convolutions ultimately add up to nothing more than jerking the audience's chain .	0	negative	15	1	positive	604	None
4742	. . . what a banal bore the preachy circuit turns out to be	0	negative	14	1	positive	605	None
8016	just consider what new best friend does not have , beginning with the minor omission of a screenplay .	0	negative	19	1	positive	606	None
7669	anyone not into high-tech splatterfests is advised to take the warning literally , and log on to something more user-friendly .	0	negative	21	1	positive	607	None
5899	a ragbag of promising ideas and failed narrative , of good acting and plain old bad filmmaking .	0	negative	18	1	positive	608	None
5400	this movie feel more like a non-stop cry for attention , than an attempt at any kind of satisfying entertainment .	0	negative	21	1	positive	609	None
5593	the movie doesn't think much of its characters , its protagonist , or of us .	0	negative	16	1	positive	610	None
1902	real women have curves wears its empowerment on its sleeve but even its worst harangues are easy to swallow thanks to remarkable performances by ferrera and ontiveros .	1	positive	28	0	negative	611	None
6087	an overemphatic , would-be wacky , ultimately tedious sex farce .	0	negative	11	1	positive	612	None
170	most of crush is a clever and captivating romantic comedy with a welcome pinch of tartness .	1	positive	17	0	negative	613	None
2716	grainy photography mars an otherwise delightful comedy of errors .	1	positive	10	0	negative	614	None
839	this is one of the most visually stunning and thematically moving epics in recent memory , and in spite of numerous minor flaws , scorsese's best in more than a decade .	1	positive	32	0	negative	615	None
888	it is a kickass , dense sci-fi action thriller hybrid that delivers and then some . i haven't seen one in so long , no wonder i didn't recognize it at first .	1	positive	33	0	negative	616	None
7733	a sterling film - a cross between boys don't cry , deliverance , and ode to billy joe - lies somewhere in the story of matthew shepard , but that film is yet to be made .	0	negative	37	1	positive	617	None
2055	clint eastwood's blood work is a lot like a well-made pb& j sandwich : familiar , fairly uneventful and boasting no real surprises  but still quite tasty and inviting all the same .	1	positive	34	0	negative	618	None
8009	this mistaken-identity picture is so film-culture referential that the final product is a ghost .	0	negative	15	1	positive	619	None
1030	everything you loved about it in 1982 is still there , for everybody who wants to be a kid again , or show it to their own kids .	1	positive	29	0	negative	620	None
5687	the latest adam sandler assault and possibly the worst film of the year .	0	negative	14	1	positive	621	None
7892	sweet gentle jesus , did the screenwriters just do a cut-and-paste of every bad action-movie line in history ?	0	negative	19	1	positive	622	None
2599	murderous maids pulls no punches in its depiction of the lives of the papin sister and the events that led to their notorious rise to infamy . . .	1	positive	29	0	negative	623	None
4734	the movie weighs no more than a glass of flat champagne .	0	negative	12	1	positive	624	None
4756	there's more repetition than creativity throughout the movie .	0	negative	9	1	positive	625	None
3642	driven by a fantastic dual performance from ian holm . . . the film is funny , insightfully human and a delightful lark for history buffs .	1	positive	27	0	negative	626	None
499	at a time when commercialism has squeezed the life out of whatever idealism american moviemaking ever had , godfrey reggio's career shines like a lonely beacon .	1	positive	27	0	negative	627	None
707	the movie's downfall is to substitute plot for personality . it doesn't really know or care about the characters , and uses them as markers for a series of preordained events .	0	negative	32	1	positive	628	None
3078	it's a lovely , sad dance highlighted by kwan's unique directing style .	1	positive	13	0	negative	629	None
248	presents an astute appraisal of middle american musical torpor and the desperate struggle to escape it .	1	positive	17	0	negative	630	None
3686	from the dull , surreal ache of mortal awareness emerges a radiant character portrait .	1	positive	15	0	negative	631	None
3100	brown sugar signals director rick famuyiwa's emergence as an articulate , grown-up voice in african-american cinema .	1	positive	17	0	negative	632	None
484	schaeffer isn't in this film , which may be why it works as well as it does .	1	positive	18	0	negative	633	None
1050	the attempt to build up a pressure cooker of horrified awe emerges from the simple fact that the movie has virtually nothing to show .	0	negative	25	1	positive	634	None
2205	the writing is clever and the cast is appealing .	1	positive	10	0	negative	635	None
1123	the film is beautifully mounted , but , more to the point , the issues are subtly presented , managing to walk a fine line with regard to the question of joan's madness .	1	positive	34	0	negative	636	None
5829	because of an unnecessary and clumsy last scene , 'swimfan' left me with a very bad feeling .	0	negative	18	1	positive	637	None
3843	there's very little sense to what's going on here , but the makers serve up the cliches with considerable dash .	1	positive	21	0	negative	638	None
317	sayles has a knack for casting , often resurrecting performers who rarely work in movies now . . . and drawing flavorful performances from bland actors .	1	positive	27	0	negative	639	None
4402	the director and her capable cast appear to be caught in a heady whirl of new age-inspired good intentions , but the spell they cast isn't the least bit mesmerizing .	0	negative	31	1	positive	640	None
7761	tom shadyac has learned a bit more craft since directing adams , but he still lingers over every point until the slowest viewer grasps it .	0	negative	26	1	positive	641	None
1449	[grant's] bumbling magic takes over the film , and it turns out to be another winning star vehicle .	1	positive	19	0	negative	642	None
145	a well-rounded tribute to a man whose achievements -- and complexities -- reached far beyond the end zone .	1	positive	19	0	negative	643	None
1614	jeffrey tambor's performance as the intelligent jazz-playing exterminator is oscar-worthy .	1	positive	11	0	negative	644	None
3928	when twentysomething hotsies make movies about their lives , hard-driving narcissism is a given , but what a world we'd live in if argento's hollywood counterparts . . . had this much imagination and nerve .	1	positive	36	0	negative	645	None
541	it's not life-affirming  its vulgar and mean , but i liked it .	1	positive	14	0	negative	646	None
7674	for those for whom the name woody allen was once a guarantee of something fresh , sometimes funny , and usually genuinely worthwhile , hollywood ending is a depressing experience	0	negative	30	1	positive	647	None
3725	brings together some of the biggest names in japanese anime , with impressive results .	1	positive	15	0	negative	648	None
208	with the film's striking ending , one realizes that we have a long way to go before we fully understand all the sexual permutations involved .	1	positive	26	0	negative	649	None
853	the only upside to all of this unpleasantness is , given its labor day weekend upload , feardotcom should log a minimal number of hits .	0	negative	26	1	positive	650	None
7767	like an afterschool special with costumes by gianni versace , mad love looks better than it feels .	0	negative	18	1	positive	651	None
630	this warm and gentle romantic comedy has enough interesting characters to fill several movies , and its ample charms should win over the most hard-hearted cynics .	1	positive	27	0	negative	652	None
501	this is popcorn movie fun with equal doses of action , cheese , ham and cheek ( as well as a serious debt to the road warrior ) , but it feels like unrealized potential	1	positive	35	0	negative	653	None
6793	it virtually defines a comedy that's strongly mediocre , with funny bits surfacing every once in a while .	0	negative	19	1	positive	654	None
1367	although the level of the comedy declines as the movie proceeds , there's no denying the fun of watching de niro and crystal having fun .	1	positive	26	0	negative	655	None
5518	though clearly well-intentioned , this cross-cultural soap opera is painfully formulaic and stilted .	0	negative	14	1	positive	656	None
4938	a straight-ahead thriller that never rises above superficiality .	0	negative	9	1	positive	657	None
3490	a sweet , tender sermon about a 12-year-old welsh boy more curious about god than girls , who learns that believing in something does matter .	1	positive	26	0	negative	658	None
3386	the movie plays up the cartoon's more obvious strength of snazziness while neglecting its less conspicuous writing strength .	1	positive	19	0	negative	659	None
6446	even those of a single digit age will be able to recognize that this story is too goofy . . . even for disney .	0	negative	25	1	positive	660	None
4166	y tu mamá también es un buen filme gracias a lo poco convencional de su narrativa , y es quizá el proyecto más arriesgado en la carrera de alfonso cuarón	1	positive	30	0	negative	661	None
6346	a one-trick pony whose few t&a bits still can't save itself from being unoriginal , unfunny and unrecommendable .	0	negative	19	1	positive	662	None
4538	this remake of lina wertmuller's 1975 eroti-comedy might just be the biggest husband-and-wife disaster since john and bo derek made the ridiculous bolero .	0	negative	24	1	positive	663	None
185	one of the best , most understated performances of [jack nicholson's] career .	1	positive	13	0	negative	664	None
489	brutally honest and told with humor and poignancy , which makes its message resonate .	1	positive	15	0	negative	665	None
5009	like the excruciating end of days , collateral damage presents schwarzenegger as a tragic figure , but sympathy really belongs with any viewer forced to watch him try out so many complicated facial expressions .	0	negative	35	1	positive	666	None
7506	has the disjointed feel of a bunch of strung-together tv episodes .	0	negative	12	1	positive	667	None
4704	. . . while certainly clever in spots , this too-long , spoofy update of shakespeare's macbeth doesn't sustain a high enough level of invention .	0	negative	26	1	positive	668	None
1964	a fantastically vital movie that manages to invest real humor , sensuality , and sympathy into a story about two adolescent boys .	1	positive	23	0	negative	669	None
1477	if you're in the mood for a bollywood film , here's one for you .	1	positive	15	0	negative	670	None
8260	a nearly 21/2 hours , the film is way too indulgent .	0	negative	12	1	positive	671	None
699	another boorish movie from the i-heard-a-joke- at-a-frat-party school of screenwriting .	0	negative	11	1	positive	672	None
2523	time is a beautiful film to watch , an interesting and at times captivating take on loss and loneliness .	1	positive	20	0	negative	673	None
4585	the story is so light and sugary that were it a macy's thanksgiving day parade balloon , extra heavy-duty ropes would be needed to keep it from floating away .	0	negative	30	1	positive	674	None
8252	for all the complications , it's all surprisingly predictable .	0	negative	10	1	positive	675	None
6232	not really bad so much as distasteful : we need kidnapping suspense dramas right now like we need doomsday thrillers .	0	negative	21	1	positive	676	None
7088	i watched the brainless insanity of no such thing with mounting disbelief .	0	negative	13	1	positive	677	None
4086	. . . a somber film , almost completely unrelieved by any comedy beyond the wistful everyday ironies of the working poor .	1	positive	23	0	negative	678	None
1029	you have once again entered the bizarre realm where director adrian lyne holds sway , where all relationships are simultaneously broadly metaphorical , oddly abstract , and excruciatingly literal .	0	negative	30	1	positive	679	None
2905	land , people and narrative flow together in a stark portrait of motherhood deferred and desire explored .	1	positive	18	0	negative	680	None
144	it's a hoot and a half , and a great way for the american people to see what a candidate is like when he's not giving the same 15-cent stump speech .	1	positive	32	0	negative	681	None
5233	i was feeling this movie until it veered off too far into the exxon zone , and left me behind at the station looking for a return ticket to realism .	0	negative	31	1	positive	682	None
590	an exceedingly clever piece of cinema . another great what you don't see' is much more terrifying than what you do see thriller , coupled with some arresting effects , incandescent tones and stupendous performances	1	positive	35	0	negative	683	None
7190	the whole thing plays out with the drowsy heaviness of synchronized swimmer wearing a wool wetsuit .	0	negative	17	1	positive	684	None
4017	there is a welcome lack of pretension about the film , which very simply sets out to entertain and ends up delivering in good measure .	1	positive	26	0	negative	685	None
4404	a dramatic comedy as pleasantly dishonest and pat as any hollywood fluff .	0	negative	13	1	positive	686	None
8145	it's always disappointing when a documentary fails to live up to -- or offer any new insight into -- its chosen topic . unfortunately , that's precisely what arthur dong's family fundamentals does .	0	negative	34	1	positive	687	None
4153	a film that will enthrall the whole family .	1	positive	9	0	negative	688	None
7609	as a director , eastwood is off his game -- there's no real sense of suspense , and none of the plot 'surprises' are really surprising .	0	negative	27	1	positive	689	None
6296	shamelessly sappy and , worse , runs away from its own provocative theme .	0	negative	14	1	positive	690	None
623	kapur fails to give his audience a single character worth rooting for ( or worth rooting against , for that matter ) .	0	negative	23	1	positive	691	None
7800	the film is like sitting in a downtown café , overhearing a bunch of typical late-twenty-somethings natter on about nothing , and desperately wishing you could change tables .	0	negative	29	1	positive	692	None
5270	goldmember has none of the visual wit of the previous pictures , and it looks as though jay roach directed the film from the back of a taxicab .	0	negative	29	1	positive	693	None
1756	the solid filmmaking and convincing characters makes this a high water mark for this genre .	1	positive	16	0	negative	694	None
2250	shattering , devastating documentary on two maladjusted teens in a downward narcotized spiral . extraordinary debut from josh koury .	1	positive	20	0	negative	695	None
4440	i found myself growing more and more frustrated and detached as vincent became more and more abhorrent .	0	negative	18	1	positive	696	None
1362	true tale of courage -- and complicity -- at auschwitz is a harrowing drama that tries to tell of the unspeakable .	1	positive	22	0	negative	697	None
696	burns' fifth beer-soaked film feels in almost every possible way -- from the writing and direction to the soggy performances -- tossed off .	0	negative	24	1	positive	698	None
2445	the film is insightful about kissinger's background and history .	1	positive	10	0	negative	699	None
